timestamp,open,high,low,close,volume
2025-10-15,0.6988,0.716,0.6575,0.6684,160075781.5
2025-10-16,0.6685,0.6847,0.6332,0.6453,200052556.0
2025-10-17,0.6452,0.656,0.5923,0.6245,268779633.7
2025-10-18,0.6246,0.6409,0.623,0.6343,59384501.9
2025-10-19,0.6342,0.6652,0.6225,0.6528,109620437.0
2025-10-20,0.6527,0.676,0.6391,0.6625,144735122.7
2025-10-21,0.6626,0.6855,0.6369,0.6428,154145939.3
2025-10-22,0.6428,0.6468,0.6061,0.6238,155613632.5
2025-10-23,0.6238,0.654,0.6227,0.6428,93548863.2
2025-10-24,0.6429,0.6643,0.6387,0.656,99367742.5
2025-10-25,0.6559,0.6595,0.648,0.6542,40616598.0
2025-10-26,0.6542,0.6884,0.6466,0.6812,92318117.5
2025-10-27,0.6812,0.6938,0.6634,0.667,95122618.6
2025-10-28,0.6669,0.6755,0.6359,0.6459,116651079.9
2025-10-29,0.6459,0.6604,0.6252,0.6401,139267473.1
2025-10-30,0.6401,0.6486,0.5864,0.6016,164661705.0
2025-10-31,0.6016,0.62,0.5978,0.6091,99474430.0
2025-11-01,0.6091,0.6178,0.6033,0.6128,44683725.3
2025-11-02,0.6129,0.6189,0.5922,0.6106,53815345.4
2025-11-03,0.6105,0.6122,0.5259,0.5528,237564733.8
2025-11-04,0.5529,0.5633,0.4898,0.5208,336980946.9
2025-11-05,0.5208,0.5503,0.4947,0.5453,165359661.8
2025-11-06,0.5453,0.5456,0.5168,0.5318,121971447.1
2025-11-07,0.5319,0.5863,0.5196,0.5763,194941325.4
2025-11-08,0.5763,0.5932,0.5539,0.5688,99118952.0
2025-11-09,0.5688,0.5844,0.5478,0.579,91372351.7
2025-11-10,0.5789,0.6031,0.5737,0.5928,102827832.8
2025-11-11,0.5929,0.6069,0.5535,0.5564,115705244.7
2025-11-12,0.5565,0.5809,0.5394,0.5458,99390469.3
2025-11-13,0.5457,0.5716,0.5144,0.5298,149664298.1
2025-11-14,0.5298,0.5336,0.4901,0.4984,190803666.2
2025-11-15,0.4984,0.5154,0.4979,0.5036,109102128.6
2025-11-16,0.5035,0.5093,0.4735,0.4845,174030140.6
2025-11-17,0.4845,0.4997,0.4576,0.4663,224051283.6
2025-11-18,0.4664,0.4823,0.4562,0.4752,195617142.5
2025-11-19,0.4752,0.4775,0.4381,0.464,189011037.1
2025-11-20,0.464,0.4722,0.4288,0.4324,181640032.0
2025-11-21,0.4323,0.4397,0.3876,0.4091,451803309.8
2025-11-22,0.4091,0.4132,0.3907,0.4046,98873706.6
2025-11-23,0.4045,0.4185,0.4016,0.4085,112961442.4
2025-11-24,0.4085,0.4342,0.402,0.4276,156866959.4
2025-11-25,0.4276,0.4291,0.4046,0.4218,116535814.5
2025-11-26,0.4219,0.4373,0.4104,0.4356,94689425.9
2025-11-27,0.4357,0.439,0.4265,0.4331,69670175.5
2025-11-28,0.433,0.4371,0.4148,0.4199,102762431.4
2025-11-29,0.42,0.422,0.4114,0.4147,51363457.3
2025-11-30,0.4147,0.4274,0.4135,0.4143,62005649.0
2025-12-01,0.4142,0.4158,0.3707,0.3856,209371176.8
2025-12-02,0.3856,0.439,0.3848,0.4335,160318643.2
2025-12-03,0.4335,0.4541,0.4265,0.4499,130407203.4
2025-12-04,0.45,0.4558,0.4346,0.4394,103549487.3
2025-12-05,0.4394,0.4429,0.4091,0.4157,97619818.2
2025-12-06,0.4156,0.4213,0.4099,0.4138,47479004.2
2025-12-07,0.4138,0.435,0.4057,0.4173,104457360.3
2025-12-08,0.4174,0.4414,0.4144,0.4328,105431201.3
2025-12-09,0.4328,0.4842,0.4239,0.4697,256310735.2
2025-12-10,0.4697,0.4761,0.4522,0.4536,188573523.4
2025-12-11,0.4536,0.455,0.4093,0.4255,255024361.1
2025-12-12,0.4255,0.4293,0.4035,0.4091,145597966.3
2025-12-13,0.409,0.4157,0.4061,0.4105,43464503.1
2025-12-14,0.4106,0.4116,0.3915,0.3963,93578123.8
2025-12-15,0.3963,0.4077,0.3773,0.3882,116687959.6
2025-12-16,0.3882,0.3916,0.3775,0.3859,94171731.2
2025-12-17,0.3859,0.4001,0.3639,0.3673,134900622.2
2025-12-18,0.3673,0.3794,0.3468,0.3514,154461800.5
2025-12-19,0.3513,0.3809,0.3466,0.3767,111249233.9
2025-12-20,0.3767,0.3806,0.3723,0.373,45059247.6
2025-12-21,0.3731,0.3747,0.3576,0.3662,80041766.8
2025-12-22,0.3662,0.3822,0.3619,0.3711,115017172.4
2025-12-23,0.3712,0.3744,0.3552,0.3628,87389611.9
2025-12-24,0.3629,0.3652,0.3523,0.3566,80682772.1
2025-12-25,0.3566,0.3614,0.3393,0.3434,117381757.3
2025-12-26,0.3434,0.3584,0.3418,0.3496,118134191.4
2025-12-27,0.3496,0.3711,0.3488,0.37,74514742.1
2025-12-28,0.3699,0.3771,0.3614,0.3688,89973452.1
2025-12-29,0.3689,0.3847,0.3506,0.3532,153538418.7
2025-12-30,0.3531,0.3568,0.3481,0.3514,95781881.0
2025-12-31,0.3513,0.3538,0.3294,0.3335,132046715.5
2026-01-01,0.3336,0.361,0.332,0.3565,105331508.2
2026-01-02,0.3565,0.3963,0.3544,0.3949,213113134.6
2026-01-03,0.3949,0.3992,0.3826,0.3893,98584928.3
2026-01-04,0.3893,0.4055,0.3887,0.4007,120743425.5
2026-01-05,0.4006,0.425,0.3939,0.4211,181780250.1
2026-01-06,0.4211,0.4374,0.4011,0.4194,188828806.9
2026-01-07,0.4194,0.4228,0.3976,0.4022,96467278.0
2026-01-08,0.4023,0.4049,0.3849,0.3956,113377671.4
2026-01-09,0.3957,0.4052,0.3874,0.3914,84580864.7
2026-01-10,0.3914,0.3925,0.3846,0.3886,37390635.7
2026-01-11,0.3886,0.3972,0.3839,0.391,71303670.7
2026-01-12,0.391,0.4036,0.3815,0.3862,130152762.6
2026-01-13,0.3862,0.4267,0.385,0.4218,161630853.6
2026-01-14,0.4219,0.4273,0.4097,0.4143,148337662.9
2026-01-15,0.4144,0.4144,0.3891,0.3936,137830356.8
2026-01-16,0.3937,0.3987,0.3788,0.3955,104596038.2
2026-01-17,0.3956,0.4042,0.3935,0.3973,50553374.0
2026-01-18,0.3973,0.3988,0.3747,0.3758,79257525.2
2026-01-19,0.3757,0.3757,0.3421,0.3703,259117950.3
2026-01-20,0.3703,0.3706,0.3467,0.3507,175909563.5
2026-01-21,0.3506,0.3739,0.3466,0.3659,147138456.5
2026-01-22,0.366,0.369,0.3554,0.3594,71544610.9
2026-01-23,0.3594,0.3707,0.3525,0.3602,75367610.2
2026-01-24,0.3603,0.3625,0.3564,0.3583,26339863.7
2026-01-25,0.3583,0.3603,0.3327,0.3391,113052719.9
2026-01-26,0.339,0.3584,0.3388,0.3521,92774867.3
2026-01-27,0.3521,0.3636,0.3476,0.3608,97654476.3
2026-01-28,0.3607,0.365,0.3546,0.3583,90291773.3
2026-01-29,0.3583,0.3592,0.3272,0.3347,144899415.3
2026-01-30,0.3346,0.3359,0.3161,0.3208,174442171.4
2026-01-31,0.3208,0.3224,0.2685,0.2936,435875676.7
2026-02-01,0.2937,0.2992,0.279,0.2858,183603922.4
2026-02-02,0.2859,0.3034,0.2757,0.2991,218106614.9
2026-02-03,0.2991,0.305,0.2817,0.2917,178853176.9
2026-02-04,0.2917,0.3027,0.2803,0.2864,171757424.1
2026-02-05,0.2864,0.2899,0.2436,0.2455,468424079.2
2026-02-06,0.2455,0.2843,0.2205,0.2762,683935774.3
2026-02-07,0.2761,0.2798,0.2656,0.2721,472274318.2
2026-02-08,0.2722,0.2766,0.267,0.2701,266592420.2
2026-02-09,0.2701,0.274,0.2596,0.2699,167317249.6
2026-02-10,0.27,0.2705,0.2597,0.262,93925925.1
2026-02-11,0.2619,0.2648,0.2504,0.2559,104876034.0
2026-02-12,0.2559,0.2696,0.2559,0.2643,111146004.7
2026-02-13,0.2643,0.2747,0.2582,0.2728,101650803.2
2026-02-14,0.2729,0.3007,0.2727,0.295,111883698.3
2026-02-15,0.2949,0.302,0.2775,0.2818,145050167.4
2026-02-16,0.2818,0.2892,0.2769,0.2858,77055678.7
2026-02-17,0.2859,0.2899,0.2773,0.2811,75061039.2
2026-02-18,0.2811,0.2874,0.2714,0.2735,80666064.4
2026-02-19,0.2735,0.2774,0.267,0.2729,77148345.8
2026-02-20,0.273,0.2938,0.2699,0.2849,122779232.8
2026-02-21,0.2849,0.2865,0.279,0.28,50536615.3
2026-02-22,0.2799,0.2802,0.2688,0.2717,50269610.6
2026-02-23,0.2717,0.2755,0.2571,0.2623,124604795.7
2026-02-24,0.2623,0.2646,0.2536,0.2587,92728975.2
2026-02-25,0.2587,0.3136,0.2579,0.2971,327144352.4
2026-02-26,0.2971,0.301,0.2822,0.287,163971345.3
2026-02-27,0.287,0.2963,0.2726,0.2776,106326378.8
2026-02-28,0.2776,0.2843,0.2594,0.281,194232341.4
2026-03-01,0.281,0.2922,0.2691,0.2735,150933797.8
2026-03-02,0.2735,0.2887,0.2685,0.2771,148447901.5
2026-03-03,0.2771,0.2771,0.2604,0.2625,202430461.2
2026-03-04,0.2626,0.2639,0.2612,0.2623,5360079.9
